Carrier Code,Flight Number,Departure Airport,Arrival Airport,Scheduled Departure Date,Aircraft Type,Estimated FuelBurn(T),Estimated co2 (T)
XH,2895,MSP,MCO,2/8/2024,32B,8.831,27.907
XH,9727,LAX,SFO,2/9/2024,73H,2.629,8.305
XH,5959,JFK,BTV,2/4/2024,CR9,1.796,5.677
XH,757,ATL,OMA,2/24/2024,717,4.535,14.331
XH,9765,MSP,CMH,2/20/2024,CR9,2.442,7.716
XH,2977,ATL,PIT,2/22/2024,73J,3.297,10.418
XH,9670,LAS,AMS,2/1/2024,789,45.955,145.217
XH,5999,LHR,JFK,2/5/2024,333,44.441,140.433
XH,796,ATL,PHX,2/14/2024,32B,11.882,37.549
XH,6078,BOG,LIM,2/3/2024,320,6.673,21.085
XH,6798,WUH,PVG,2/25/2024,73H,3.259,10.299
XH,6896,HNL,KOA,2/13/2024,717,1.218,3.848
XH,9079,SMF,SLC,2/26/2024,320,3.358,10.608
XH,7262,MSP,ABR,2/17/2024,CR9,1.422,4.492
XH,2098,SLC,BZN,2/16/2024,32B,3.622,11.445
XH,8699,IAD,CDG,2/1/2024,77W,57.876,182.889
XH,9520,MSP,FLL,2/5/2024,32B,9.977,31.528
XH,897,MSY,LAX,2/3/2024,32B,13.001,41.084
XH,8972,CDG,NUE,2/16/2024,E90,2.14,6.76
XH,6805,HNL,OGG,2/13/2024,717,1.051,3.322
XH,7620,EZE,TUC,2/17/2024,E90,3.678,11.625
XH,2995,ATL,ECP,2/29/2024,717,1.917,6.059
XH,7966,JFK,SAV,2/14/2024,CR9,3.317,10.48
XH,9999,ASE,ATL,2/18/2024,CR7,4.566,14.428
XH,2208,LGA,DTW,2/2/2024,32B,4.458,14.088
XH,9570,AMS,CDG,2/18/2024,73J,2.313,7.309
XH,9295,FLL,ATL,2/6/2024,752,5.693,17.99
XH,7078,YQR,YYC,2/21/2024,73W,2.824,8.923
XH,9900,SEA,LWS,2/24/2024,E7W,1.336,4.22
XH,2989,ATL,ALB,2/25/2024,319,5.074,16.036
XH,857,ANC,SEA,2/1/2024,223,5.23,16.528
XH,9902,STL,ATL,2/17/2024,73J,3.449,10.897
XH,6620,LIN,CDG,2/8/2024,320,2.87,9.07
XH,6759,MAD,LCG,2/18/2024,73H,2.568,8.115
XH,6929,BEL,GRU,2/11/2024,32B,9.977,31.528
XH,7797,AMS,KEF,2/5/2024,73H,7.674,24.25
XH,9687,LAN,DTW,2/24/2024,CR9,0.809,2.557
XH,9889,LAX,SJC,2/16/2024,E7W,1.726,5.455
XH,8792,FCO,CDG,2/17/2024,223,2.638,8.337
XH,6968,LAS,YYC,2/19/2024,73W,5.494,17.361
XH,9990,PSC,SLC,2/8/2024,E7W,2.332,7.37
XH,9726,PSP,SLC,2/7/2024,E7W,2.468,7.798
XH,9976,BWI,SLC,2/18/2024,221,7.04,22.246
XH,9290,AMS,BEG,2/24/2024,E7W,3.249,10.267
XH,7980,LAS,MEX,2/8/2024,7M9,7.493,23.678
XH,2767,SLC,MSP,2/7/2024,73J,5.713,18.052
XH,9627,OAK,SLC,2/13/2024,319,3.448,10.897
XH,9298,ATL,DTW,2/17/2024,73J,4.033,12.747
XH,5957,SYR,LGA,2/11/2024,CR9,1.433,4.529
XH,5029,LGA,CHS,2/28/2024,CR9,2.856,9.026
XH,9958,AMS,JFK,2/16/2024,772,49.348,155.939
XH,9725,BOI,LAX,2/11/2024,E7W,3.058,9.664
XH,9699,MSP,MCO,2/24/2024,32Q,6.638,20.975
XH,5259,DTW,ALB,2/22/2024,CR9,2.032,6.42
XH,9279,BLR,AMS,2/11/2024,789,47.527,150.186
XH,9878,DTW,GSP,2/20/2024,CR9,2.142,6.768
XH,7272,MSP,BRD,2/13/2024,CR7,1.003,3.17
XH,9077,SNA,SLC,2/5/2024,221,2.333,7.372
XH,2296,SNA,SEA,2/19/2024,221,3.413,10.786
XH,7999,MDT,DTW,2/21/2024,CR9,2.196,6.94
XH,7699,SIN,ICN,2/25/2024,77W,45.982,145.303
XH,7555,MBA,NBO,2/14/2024,E90,1.759,5.561
XH,5769,BDL,LGA,2/22/2024,CR9,1.189,3.758
XH,5920,RDU,EWR,2/7/2024,CR9,2.017,6.374
XH,7087,ABQ,SLC,2/16/2024,E75,2.312,7.305
XH,2907,AUS,ATL,2/21/2024,32B,5.567,17.593
XH,6828,HNL,KOA,2/14/2024,717,1.362,4.303
XH,6278,SCL,LIM,2/5/2024,789,15.453,48.833
XH,6762,MAD,LCG,2/2/2024,73H,2.356,7.446
XH,2972,IAH,LGA,2/23/2024,221,4.314,13.632
XH,7679,CXR,ICN,2/8/2024,333,25.762,81.409
XH,7959,YYZ,YVR,2/1/2024,7S8,11.117,35.131
XH,7077,MDW,DTW,2/28/2024,E7W,1.418,4.48
XH,5727,PHL,BOS,2/14/2024,E75,1.599,5.053
XH,9059,MEX,PXM,2/25/2024,E90,1.857,5.869
XH,5689,DTW,BOS,2/9/2024,E75,2.29,7.237
XH,9775,CID,MSP,2/18/2024,E7W,1.599,5.051
XH,877,BOI,ATL,2/9/2024,73H,8.996,28.426
XH,5759,PIT,JFK,2/11/2024,E75,1.713,5.412
XH,7259,CIU,MSP,2/21/2024,CR7,1.841,5.817
XH,2760,VPS,ATL,2/11/2024,73J,2.153,6.802
XH,697,FLL,ATL,2/28/2024,752,5.274,16.664
XH,2299,SEA,LAS,2/3/2024,73J,5.381,17.003
XH,8990,BER,CDG,2/13/2024,321,4.226,13.353
XH,2700,ATL,MYR,2/20/2024,717,2.147,6.785
XH,9802,PDX,SEA,2/3/2024,E7W,1.068,3.373
XH,6797,TYN,PVG,2/6/2024,73H,5.232,16.532
XH,5677,ORD,BOS,2/11/2024,E75,2.499,7.895
XH,7807,YUL,MSP,2/22/2024,CR9,3.935,12.434
XH,5675,DTW,MKE,2/17/2024,E75,1.494,4.722
XH,5899,DTW,SDF,2/24/2024,E70,1.49,4.709
XH,9970,ATL,MCO,2/11/2024,752,3.944,12.464
XH,9568,PIT,ATL,2/12/2024,75W,6.038,19.081
XH,5685,JFK,BOS,2/29/2024,E75,1.029,3.252
XH,2925,ATL,EWR,2/22/2024,717,3.935,12.435
XH,2976,GEG,SEA,2/18/2024,73J,2.179,6.883
XH,7697,ICN,TPE,2/7/2024,77W,20.62,65.159
XH,7797,AMS,LPA,2/6/2024,73H,10.815,34.176
XH,6867,OGG,HNL,2/18/2024,717,1.17,3.699
XH,6758,VGO,MAD,2/24/2024,73H,2.24,7.077
XH,9259,GPT,ATL,2/25/2024,717,2.306,7.287
XH,6775,MAD,MIA,2/5/2024,789,44.795,141.551
XH,996,SEA,MSP,2/19/2024,73J,7.23,22.846
XH,786,ATL,PBI,2/26/2024,32B,4.401,13.909
XH,9077,MEX,TGZ,2/14/2024,7M8,2.501,7.904
XH,5970,MCO,LHR,2/26/2024,333,48.098,151.991
XH,7067,BNA,LGA,2/5/2024,E75,2.799,8.846
XH,592,ATL,CUN,2/22/2024,32B,7.606,24.035
XH,9925,OMA,ATL,2/26/2024,717,3.653,11.544
XH,9599,ATL,TPA,2/8/2024,75W,3.98,12.578
XH,8990,CDG,AGP,2/28/2024,321,5.476,17.305
XH,5672,DCA,BNA,2/19/2024,E75,2.224,7.028
XH,9997,DTW,MDW,2/18/2024,E75,1.383,4.371
XH,795,JFK,LAS,2/5/2024,32Q,12.035,38.032
XH,9962,EGE,ATL,2/9/2024,75W,8.751,27.655
XH,7067,YYC,YLW,2/11/2024,7M8,2.222,7.024
XH,9809,ATL,STX,2/22/2024,73H,8.074,25.513
XH,2767,ATL,HSV,2/5/2024,717,1.388,4.387
XH,692,AUA,JFK,2/27/2024,32Q,11.01,34.789
XH,5098,YYZ,LGA,2/7/2024,CR9,2.65,8.375
XH,2909,MIA,JFK,2/17/2024,32B,8.418,26.6
XH,9957,ABQ,ATL,2/2/2024,32B,8.077,25.525
XH,92,DFW,ATL,2/3/2024,32B,5.543,17.517
XH,8979,CDG,FCO,2/10/2024,223,2.801,8.852
XH,6805,HNL,OGG,2/15/2024,717,1.081,3.415
XH,2509,ATL,MEM,2/3/2024,73J,2.468,7.798
XH,5922,TYS,DTW,2/8/2024,CR9,2.246,7.097
XH,7779,TLV,EWR,2/21/2024,789,61.806,195.309
XH,9997,TRC,MEX,2/27/2024,E90,2.763,8.732
XH,2955,MSY,BOS,2/12/2024,320,6.395,20.208
XH,5678,SDF,LGA,2/21/2024,E75,2.595,8.2
XH,959,DTW,ICN,2/11/2024,359,70.508,222.806
XH,8029,MID,MEX,2/8/2024,7M9,4.124,13.031
XH,6670,FCO,PMO,2/14/2024,320,2.027,6.404
XH,5266,ATL,CHO,2/25/2024,CR9,2.279,7.201
XH,8969,NTE,CDG,2/27/2024,320,2.087,6.593
XH,9096,DTW,RDU,2/22/2024,717,2.731,8.628
XH,6695,LIN,FCO,2/5/2024,320,2.12,6.697
XH,5978,RIC,LGA,2/11/2024,CR9,1.796,5.677
XH,5795,RDU,LGA,2/25/2024,CR9,2.188,6.915
XH,2789,DTW,GRR,2/17/2024,717,1.218,3.848
XH,9796,GEG,SEA,2/21/2024,E7W,1.403,4.435
XH,8976,MEX,CUN,2/11/2024,7M8,3.948,12.476
XH,2969,ATL,GNV,2/19/2024,717,2.15,6.794
XH,9899,SJD,MSP,2/1/2024,73J,9.371,29.611
XH,9077,DTW,MYR,2/8/2024,717,3.234,10.218
XH,775,SFO,BOS,2/3/2024,32Q,12.528,39.589
XH,2002,DEN,LAX,2/28/2024,319,5.201,16.435
XH,9989,DTW,BOS,2/25/2024,320,3.722,11.763
XH,7009,SAN,LAX,2/25/2024,E7W,0.933,2.95
XH,7982,HMO,MEX,2/8/2024,7M8,4.562,14.414
XH,920,BWI,ATL,2/15/2024,75W,5.601,17.7
XH,6999,GRU,MVD,2/20/2024,32B,7.218,22.809
XH,9720,TPA,ATL,2/4/2024,75W,4.654,14.708
XH,9970,ATL,MCO,2/1/2024,75W,4.181,13.213
XH,9962,LGA,ORD,2/16/2024,E7W,3.524,11.135
XH,9969,DTW,ATL,2/9/2024,73J,3.836,12.123
XH,7902,PUS,ICN,2/9/2024,739,2.082,6.577
XH,7975,LAX,YEG,2/16/2024,7S8,7.955,25.137
XH,7696,ICN,HAN,2/21/2024,32Q,11.01,34.792
XH,7270,DTW,IMT,2/7/2024,CR7,1.478,4.67
XH,5752,LGA,DCA,2/8/2024,E75,1.247,3.94
XH,8926,NDJ,ABV,2/18/2024,332,9.154,28.926
XH,7099,YYC,YQR,2/5/2024,73W,2.809,8.874
XH,7665,CTS,ICN,2/27/2024,73J,7.116,22.487
XH,9896,GFK,MSP,2/28/2024,E7W,1.523,4.811
XH,6995,PVG,XMN,2/21/2024,32N,3.104,9.81
XH,2572,MSY,ATL,2/19/2024,75W,3.908,12.348
XH,5058,CHS,JFK,2/16/2024,CR9,2.495,7.883
XH,9070,FLL,MSP,2/4/2024,32B,9.73,30.748
XH,9827,SEA,GEG,2/6/2024,E7W,1.356,4.285
XH,5277,ROA,ATL,2/26/2024,CR9,2.036,6.435
XH,7296,YYC,YYZ,2/19/2024,73W,8.006,25.299
XH,5629,DCA,LGA,2/2/2024,E70,1.262,3.988
XH,6009,ANF,SCL,2/24/2024,32B,4.987,15.758
XH,698,CUN,DTW,2/17/2024,32B,9.282,29.332
XH,2787,SEA,ATL,2/3/2024,73J,11.574,36.572
XH,2299,SEA,LAS,2/1/2024,73J,6.103,19.285
XH,2828,LAX,DEN,2/11/2024,319,4.821,15.232
XH,897,MSY,LAX,2/29/2024,32B,12.051,38.082
XH,8006,MEX,MTY,2/16/2024,7S8,2.809,8.874
XH,9997,PSC,SEA,2/29/2024,E75,1.315,4.156
XH,9877,PUJ,DTW,2/2/2024,32B,13.423,42.416
XH,999,AMS,DTW,2/4/2024,333,49.772,157.279
XH,9996,RSW,ATL,2/19/2024,75W,5.366,16.956
XH,9709,MKE,DTW,2/24/2024,CR9,1.33,4.203
XH,2979,ATL,EWR,2/8/2024,73J,4.329,13.678
XH,7699,SIN,ICN,2/7/2024,77W,47.816,151.098
XH,7695,ICN,DPS,2/3/2024,333,42.407,134.007
XH,7989,LGA,TYS,2/1/2024,CR9,3.11,9.826
XH,9059,DEN,CVG,2/2/2024,73H,5.865,18.531
XH,9767,LAX,SEA,2/25/2024,73H,5.961,18.836
XH,757,JFK,DEN,2/15/2024,32Q,11.038,34.883
XH,2792,RDU,MCO,2/28/2024,320,3.623,11.448
XH,908,DFW,LGA,2/25/2024,221,4.597,14.527
XH,9597,LAX,SLC,2/5/2024,73H,3.484,11.01
XH,6979,PHX,YYC,2/15/2024,7S8,7.062,22.318
XH,6257,NVT,GRU,2/27/2024,319,2.568,8.117
XH,2097,ATL,BHM,2/28/2024,73J,1.501,4.745
XH,999,ATL,LAX,2/11/2024,73J,11.257,35.572
XH,7776,SFO,TPE,2/10/2024,359,64.609,204.166
XH,9679,CVG,TPA,2/10/2024,73H,4.828,15.256
XH,9992,SMF,GDL,2/10/2024,73H,9.02,28.505
XH,9979,SLC,SUN,2/12/2024,E7W,1.334,4.213
XH,5976,LAX,LHR,2/1/2024,789,47.9,151.364
XH,9889,STT,JFK,2/5/2024,75W,12.303,38.877
XH,6077,GRU,SCL,2/2/2024,32B,11.749,37.127
XH,9958,ATL,SDQ,2/20/2024,73J,7.133,22.543
XH,5669,SDF,LGA,2/12/2024,E75,2.313,7.308
XH,8966,MEX,PVR,2/2/2024,7S8,3.169,10.014
XH,2085,DTW,MKE,2/17/2024,717,1.854,5.859
XH,5995,PWM,LGA,2/2/2024,CR9,1.922,6.072
XH,6998,CNF,GRU,2/9/2024,32B,3.087,9.755
XH,9792,HAJ,AMS,2/2/2024,E7W,1.375,4.343
XH,6257,GRU,REC,2/29/2024,32Q,7.154,22.605
XH,6800,KOA,HNL,2/26/2024,717,1.284,4.056
XH,968,HSV,ATL,2/28/2024,717,1.532,4.84
XH,2598,ATL,PIT,2/4/2024,73J,3.409,10.772
XH,806,LAX,LAS,2/8/2024,32B,2.716,8.583
XH,7979,CVG,AUS,2/24/2024,CR9,4.19,13.241
XH,926,DFW,LGA,2/1/2024,320,7.371,23.293
XH,5997,JFK,LHR,2/10/2024,351,38.296,121.016
XH,2780,DAL,ATL,2/1/2024,717,3.596,11.365
XH,7595,AMS,VLC,2/20/2024,73H,5.225,16.508
XH,9989,DTW,SAT,2/5/2024,320,7.804,24.662
XH,9907,AMS,LUX,2/4/2024,E90,1.398,4.418
XH,7899,SAV,JFK,2/28/2024,CR9,3.703,11.701
XH,9770,MEM,MSP,2/5/2024,E7W,2.994,9.462
XH,2798,ORD,ATL,2/14/2024,752,5.874,18.563
XH,6979,BPS,GRU,2/23/2024,32B,5.524,17.454
XH,99,LHR,MSP,2/15/2024,332,51.322,162.177
XH,895,MSP,BOI,2/21/2024,73H,7.164,22.638
XH,9999,VCE,AMS,2/24/2024,295,2.921,9.23
XH,8529,GVA,CDG,2/21/2024,223,1.497,4.732
XH,799,MSP,SFO,2/20/2024,73J,10.864,34.332
XH,2729,MSP,ATL,2/16/2024,73J,5.214,16.475
XH,6299,FOR,GRU,2/16/2024,320,7.958,25.148
XH,2998,ATL,PWM,2/16/2024,32B,6.941,21.934
XH,9687,AMS,ARN,2/17/2024,73H,4.236,13.384
XH,9299,STL,ATL,2/2/2024,73J,3.769,11.908
XH,9995,DEN,SLC,2/5/2024,32B,3.79,11.976
XH,9866,ORD,DTW,2/2/2024,E7W,1.619,5.115
XH,9997,AAL,AMS,2/18/2024,E7W,1.938,6.122
XH,7989,MGF,GRU,2/10/2024,32N,1.99,6.288
XH,6999,SFO,YYC,2/15/2024,7S8,5.903,18.653
XH,992,SLC,ATL,2/12/2024,76W,16.821,53.154
XH,557,ATL,LGA,2/6/2024,32B,6.027,19.044
XH,790,MSP,PHL,2/24/2024,717,4.415,13.952
XH,979,AMS,SEA,2/1/2024,333,63.286,199.984
XH,9929,SVG,AMS,2/26/2024,295,2.388,7.548
XH,9069,ATL,MDW,2/1/2024,717,3.312,10.465
XH,8799,CDG,FCO,2/16/2024,320,4.403,13.911
XH,7799,TPE,ICN,2/11/2024,333,13.507,42.681
XH,2990,DTW,MSP,2/20/2024,73J,3.598,11.368
XH,9677,AVL,ATL,2/18/2024,717,1.487,4.699
XH,2769,MIA,DCA,2/3/2024,320,5.39,17.032
XH,2079,TPA,LGA,2/17/2024,32B,6.232,19.695
XH,9980,ILM,ATL,2/17/2024,717,2.68,8.468
XH,7929,ATL,TYS,2/29/2024,CR9,1.001,3.163
XH,7889,DTW,YUL,2/26/2024,CR9,2.241,7.082
XH,9972,SDF,ATL,2/16/2024,73H,2.632,8.316
XH,8677,CDG,HAJ,2/7/2024,E70,1.782,5.631
XH,5977,ATL,FWA,2/11/2024,CR9,2.115,6.684
XH,8759,MUC,CDG,2/4/2024,320,3.435,10.853
XH,7297,BTM,SLC,2/28/2024,CR9,1.723,5.446
XH,6000,MDE,BOG,2/11/2024,320,1.634,5.163
XH,9852,BOI,SEA,2/10/2024,E7W,2.253,7.12
XH,7977,RIC,DTW,2/21/2024,CR9,2.643,8.351
XH,96,MCO,AMS,2/26/2024,339,43.905,138.739
XH,7902,SLC,CPR,2/1/2024,CR9,1.551,4.902
XH,9576,AMS,BLQ,2/20/2024,E90,2.782,8.792
XH,9096,ICN,GUM,2/23/2024,73H,9.283,29.336
XH,2968,ATL,IND,2/23/2024,73J,3.038,9.6
XH,9922,VLC,AMS,2/23/2024,E90,4.385,13.856
XH,5995,LGA,STL,2/19/2024,CR9,3.791,11.978
XH,885,LAX,DTW,2/13/2024,32Q,8.854,27.98
XH,7595,AMS,VLC,2/14/2024,73H,5.376,16.989
XH,7996,MSN,MSP,2/16/2024,E7W,1.538,4.859
XH,8259,LHR,NCE,2/16/2024,319,3.945,12.466
XH,2062,AUS,MSP,2/11/2024,223,3.34,10.553
XH,9959,ATL,ABY,2/3/2024,CR9,1.185,3.744
XH,5795,LGA,PIT,2/20/2024,E75,1.652,5.219
XH,777,RSW,ATL,2/29/2024,73J,3.898,12.317
XH,9,JFK,LHR,2/2/2024,339,34.149,107.912
XH,9759,ATL,PTY,2/4/2024,73J,9.718,30.706
XH,7299,MSP,RHI,2/5/2024,CR9,1.07,3.381
XH,9999,SLC,CUN,2/2/2024,73J,10.594,33.477
XH,9065,MEX,CZM,2/21/2024,E90,3.767,11.905
XH,5787,HPN,DTW,2/19/2024,CR9,2.487,7.859
XH,9995,MSP,MBJ,2/12/2024,73J,11.743,37.107
XH,9529,AMS,BRU,2/23/2024,E7W,0.73,2.308
XH,2807,ATL,JAN,2/8/2024,717,2.204,6.964
XH,6629,FCO,LIN,2/26/2024,320,2.217,7.006
XH,9022,KIX,ICN,2/20/2024,333,10.58,33.433
XH,9206,TLS,AMS,2/9/2024,E90,3.543,11.196
XH,9952,DTW,ATL,2/22/2024,32B,4.619,14.598
XH,5528,LGA,SAV,2/18/2024,CR9,3.342,10.561
XH,9869,SDQ,JFK,2/22/2024,73J,9.715,30.697
XH,8750,ZRH,CDG,2/6/2024,318,2.291,7.241
XH,9899,MSP,CZM,2/5/2024,73H,9.523,30.092
XH,987,PDX,JFK,2/10/2024,32Q,11.987,37.88
XH,6052,MIA,SCL,2/21/2024,788,36.789,116.252
XH,2270,ATL,PHL,2/6/2024,32B,5.303,16.756
XH,7698,AEP,GRU,2/4/2024,73H,5.97,18.866
XH,7299,RIX,MUC,2/23/2024,223,3.395,10.729
XH,9809,PSC,SLC,2/20/2024,E7W,2.363,7.468
XH,5087,DTW,SYR,2/3/2024,CR9,1.929,6.097
XH,7866,TPE,ICN,2/17/2024,77W,17.082,53.979
XH,929,MSP,SEA,2/6/2024,73J,9.431,29.804
XH,2958,GSP,ATL,2/6/2024,717,1.337,4.226
XH,9587,AMS,LOS,2/29/2024,333,38.016,120.131
XH,999,MUC,ATL,2/2/2024,76W,56.2,177.593
XH,9758,PBI,ATL,2/24/2024,32B,5.31,16.779
XH,6996,BOG,CTG,2/3/2024,320,2.93,9.257
XH,9997,AUS,ATL,2/26/2024,32B,5.614,17.74
XH,897,MSP,MKE,2/21/2024,221,1.464,4.626
XH,5605,SAV,BOS,2/17/2024,E75,2.7,8.531
XH,7092,YYZ,RSW,2/10/2024,7S8,7.004,22.134
XH,657,SEA,ANC,2/10/2024,223,4.868,15.383
XH,6299,GYN,GRU,2/6/2024,32B,4.229,13.365
XH,962,ATL,IAH,2/4/2024,32B,5.295,16.731
XH,6775,HFE,PVG,2/20/2024,32A,2.845,8.988
XH,5996,JFK,LHR,2/15/2024,789,30.75,97.171
XH,9259,AMS,BEG,2/6/2024,E90,3.758,11.876
XH,9786,AMS,OPO,2/16/2024,E90,4.492,14.195
XH,8929,MEX,CUN,2/13/2024,73H,5.346,16.892
XH,9690,MSP,MSN,2/12/2024,73J,2.143,6.772
XH,967,SEA,ATL,2/3/2024,73J,12.198,38.547
XH,7909,ATL,XNA,2/9/2024,CR9,2.96,9.355
XH,7269,YYJ,YYC,2/5/2024,7M8,2.664,8.417
XH,776,ATL,JAN,2/10/2024,717,2.279,7.2
XH,8629,MPL,CDG,2/16/2024,223,1.81,5.72
XH,6957,POA,GRU,2/25/2024,32Q,3.435,10.854
XH,9099,STL,SLC,2/25/2024,73H,7.525,23.777
XH,8597,VLC,CDG,2/10/2024,E70,2.496,7.888
XH,9627,MSY,SLC,2/19/2024,73J,8.724,27.57
XH,928,PHX,JFK,2/9/2024,32Q,9.711,30.688
XH,9899,AZO,DTW,2/1/2024,CR9,1.024,3.236
XH,5999,LHR,JFK,2/28/2024,351,45.795,144.713
XH,7978,MCO,MEX,2/15/2024,7M9,7.273,22.984
XH,2808,GEG,MSP,2/12/2024,73H,6.235,19.701
XH,9809,FCA,SLC,2/19/2024,E7W,2.3,7.267
XH,5872,BOS,JFK,2/20/2024,E75,1.362,4.304
XH,9999,FLL,ATL,2/8/2024,75W,5.984,18.91
XH,696,LAS,CVG,2/5/2024,32Q,8.532,26.961
XH,9095,EYW,ATL,2/14/2024,319,3.993,12.617
XH,6726,GIG,IGU,2/19/2024,32A,4.606,14.553
XH,2769,ATL,AVL,2/16/2024,717,1.603,5.066
XH,5729,LFT,ATL,2/15/2024,CR9,2.036,6.433
XH,87,ATL,CDG,2/5/2024,333,49.854,157.537
XH,5676,DCA,BNA,2/13/2024,E75,2.778,8.779
XH,795,MSP,HNL,2/9/2024,76W,42.591,134.588
XH,7279,MSP,BRD,2/4/2024,CR7,0.847,2.678
XH,6200,GRU,MCZ,2/4/2024,32Q,6.279,19.841
XH,2777,ATL,LIT,2/28/2024,717,3.135,9.906
XH,9979,LAX,MSP,2/10/2024,32Q,8.825,27.885
XH,7976,ORD,JFK,2/16/2024,E7W,2.725,8.611
XH,9685,MCO,JFK,2/27/2024,32B,6.873,21.717
XH,7979,LAX,LIM,2/20/2024,76W,44.199,139.668
XH,9066,SLC,SNA,2/19/2024,221,2.851,9.008
XH,5099,CVG,LGA,2/19/2024,CR9,2.782,8.792
XH,960,MSP,AMS,2/27/2024,339,38.445,121.485
XH,9207,SVG,AMS,2/8/2024,E90,2.698,8.523
XH,9659,AMS,MPL,2/26/2024,E90,3.076,9.721
XH,9999,AMS,KRS,2/29/2024,E90,2.294,7.249
XH,9709,BOS,FLL,2/2/2024,32B,9.649,30.489
XH,790,SAN,MSP,2/26/2024,32B,8.872,28.035
XH,9789,KRK,AMS,2/12/2024,295,3.169,10.015
XH,7965,PNS,LGA,2/29/2024,CR9,3.435,10.856
XH,9296,SLC,IAH,2/18/2024,221,3.749,11.847
XH,7975,LAX,YEG,2/6/2024,73H,7.142,22.568
XH,9587,AMS,LOS,2/4/2024,332,38.986,123.194
XH,2898,BIL,MSP,2/8/2024,319,4.163,13.155
XH,8959,MEX,SJD,2/11/2024,7M8,4.328,13.677
XH,2950,RDU,ATL,2/12/2024,75W,4.345,13.73
XH,9697,MSP,PHL,2/20/2024,717,4.367,13.8
XH,659,MEM,ATL,2/22/2024,73J,2.384,7.534
XH,826,SFO,SLC,2/1/2024,221,2.294,7.249
XH,8797,CDG,BZV,2/16/2024,359,38.755,122.467
XH,2879,AUS,SLC,2/9/2024,223,4.049,12.796
XH,9299,JFK,AUS,2/29/2024,73H,9.776,30.893
XH,880,ATL,VPS,2/3/2024,717,1.804,5.699
XH,9902,MSN,DTW,2/25/2024,CR9,1.552,4.905
XH,6297,GRU,CNF,2/17/2024,32B,2.931,9.262
XH,6288,SCL,LIM,2/27/2024,32A,8.819,27.869
XH,8592,CMN,CDG,2/23/2024,320,6.974,22.038
XH,7957,MKE,MSP,2/1/2024,E7W,1.775,5.611
XH,9785,ATL,STL,2/5/2024,73J,3.333,10.533
XH,89,CDG,ATL,2/12/2024,333,61.653,194.823
XH,6959,YYZ,MCO,2/18/2024,73W,6.402,20.231
XH,9798,DAL,LAX,2/24/2024,319,7.454,23.557
XH,6770,PMI,MAD,2/11/2024,73H,2.741,8.661
XH,2950,RDU,ATL,2/27/2024,75W,4.017,12.694
XH,5672,DCA,BOS,2/26/2024,E75,1.787,5.646
XH,6908,YEG,YYZ,2/13/2024,7S8,8.965,28.329
XH,6899,HNL,LIH,2/19/2024,717,1.078,3.405
XH,5989,JFK,IAD,2/5/2024,CR9,1.441,4.553
XH,9826,CRW,ATL,2/1/2024,CR7,1.781,5.629
XH,2778,ATL,SAV,2/16/2024,717,1.621,5.122
XH,977,ATL,DFW,2/2/2024,32B,6.167,19.489
XH,998,LAS,JFK,2/13/2024,32Q,12.131,38.333
XH,5297,TLH,ATL,2/27/2024,CR9,1.525,4.818
XH,8099,MEX,ORD,2/12/2024,7M8,7.44,23.512
XH,9798,SEA,SLC,2/27/2024,73J,4.019,12.698
XH,7607,MDZ,EZE,2/24/2024,E90,2.822,8.916
XH,9969,AMS,MUC,2/9/2024,E90,2.152,6.799
XH,6970,YLW,YVR,2/26/2024,7M8,1.632,5.154
XH,5979,LGA,RDU,2/19/2024,CR9,2.398,7.578
XH,6629,CDG,FCO,2/12/2024,32Q,3.958,12.507
XH,7967,YYZ,MSP,2/7/2024,E7W,3.266,10.319
XH,2960,ATL,CHS,2/11/2024,73J,2.186,6.909
XH,9725,BRU,AMS,2/1/2024,E7W,1.028,3.25
XH,9797,MCI,ATL,2/10/2024,73J,4.218,13.328
XH,9207,DTW,LAX,2/14/2024,73J,11.734,37.077
XH,5687,CMH,JFK,2/25/2024,E75,2.37,7.488
XH,6970,GRU,SCL,2/15/2024,789,17.487,55.259
XH,9827,GEG,SEA,2/23/2024,E7W,1.5,4.738
XH,8072,CUN,MEX,2/8/2024,7S8,5.599,17.691
XH,6699,PMO,FCO,2/6/2024,320,2.245,7.095
XH,2089,BOS,BNA,2/5/2024,221,3.497,11.051
XH,9027,FUK,ICN,2/2/2024,789,4.848,15.319
XH,209,JNB,ATL,2/4/2024,359,83.856,264.984
XH,2807,ATL,JAN,2/3/2024,717,2.015,6.369
XH,6790,FLN,GRU,2/6/2024,319,2.545,8.04
XH,5727,PHL,BOS,2/5/2024,E75,1.787,5.647
XH,5672,DCA,BNA,2/14/2024,E75,2.401,7.587
XH,6880,RSW,YYZ,2/23/2024,73W,6.333,20.013
XH,999Y,DEN,GTF,2/15/2024,E75L,2.497,7.892
XH,9962,LGA,ORD,2/21/2024,E7W,3.205,10.13
XH,5922,LHR,JFK,2/20/2024,351,50.308,158.975
XH,5025,LGA,AVL,2/15/2024,CR9,2.882,9.107
XH,7299,CIU,DTW,2/14/2024,CR9,1.533,4.843
XH,87,ATL,CDG,2/8/2024,333,49.049,154.994
XH,9598,FLL,LGA,2/25/2024,32B,8.168,25.809
XH,6209,LIM,AQP,2/11/2024,320,3.033,9.583
XH,9999,PBI,ATL,2/22/2024,32B,5.055,15.974
XH,9976,ATL,SJU,2/2/2024,75W,10.682,33.755
